,price,address,house_type,bedroom
212,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Town House,×3
213,"£210,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Marton Shopping Centre Stokesley Road,
Marton-In-Cleveland,
TS7 8DX",Detached,×3
214,"£69,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×3
215,"£145,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
216,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,End of Terrace,×2
217,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Bungalow,×2
218,"£595,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Detached,×4
219,"£244,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Semi-Detached,×3
220,"£30,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","B3 Marquis Court
Team Valley Trading Estate
Gateshead
Tyne and Wear
NE11 0RU",Flat,×1
221,"£254,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Yarm Back Lane,
Stockton-On-Tees,
TS21 1AU",Detached,×3
222,"£264,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Hemlington Grange Way,
Hemlington,
Middlesbrough,
TS8 9FX",Detached,×4
223,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 North Road,
Stokesley,
TS9 5DU",Bungalow,×2
224,"£67,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×2
225,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Semi-Detached,×4
226,"£123,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Station Road,
Redcar,
TS10 1AN",Semi-Detached,×2
227,"£139,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×3
228,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Semi-Detached,×4
229,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
230,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House Concorde Way,
Stockton-On-Tees,
TS18 3RB",Terraced,×3
231,"£67,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,×3
232,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 4, Building 4, Hatters Lane, Watford, WD18 8YF",Detached,×4
233,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","63 Queensway,
Billingham,
TS23 2LU",Semi-Detached,×3
234,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Terraced,×3
235,"£35,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Shrewsbury House, 
129 York Road, 
Hartlepool, TS26 9DW",Flat,×2
236,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 High Street,
Yarm,
TS15 9BB",Semi-Detached,×3
237,"£98,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","19 Victoria Road,
Hartlepool,
TS24 7SE",End of Terrace,×3
238,"£199,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Semi-Detached,×2
239,"£52,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Terraced,×2
240,"£170,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","63 Queensway,
Billingham,
TS23 2LU",Semi-Detached,×3
241,"£129,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",End of Terrace,×2
242,"£78,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Apartment,×2
243,"£55,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",End of Terrace,×2
244,"£52,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",End of Terrace,×3
245,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Semi-Detached,×3
246,"£240,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Semi-Detached,×3
247,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4a Station Street,
Saltburn-By-The-Sea,
TS12 1AE",Bungalow,×3
248,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","8 Town Square,
Billingham,
TS23 2LY",Terraced,×3
249,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×4
250,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Semi-Detached,×4
251,"£525,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 High Street
Yarm
TS15 9BG ",Detached,×4
252,"£170,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","127
York Road,
Hartlepool,
TS26 9DL ",House,×3
253,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×3
254,"£22,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 Brighton Road,
South Croydon,
CR2 6EA",Duplex,×2
255,"£155,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Land at College Road, Middlesbrough, 
TS3 9EW",Detached,×3
256,"£155,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Land at College Road, Middlesbrough, 
TS3 9EW",Detached,×3
257,"£155,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Land at College Road, Middlesbrough, 
TS3 9EW",Detached,×3
258,"£129,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Semi-Detached,×2
259,"£229,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Semi-Detached,×4
260,"£300,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Detached Bungalow,×3
261,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","469-471 Durham Road,
Low Fell,
Gateshead,
NE9 5EX",Terraced,×3
262,"£105,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",End of Terrace,×3
263,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",End of Terrace,×2
264,"£62,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×2
265,"£360,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Detached,×6
266,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","35 Tynedale Close
Skelton-In-Cleveland
TS12 2WR",Detached Bungalow,×3
267,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,×3
268,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,×3
269,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",End of Terrace,×2
270,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×3
271,"£289,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Semi-Detached Bungalow,×3
272,"£265,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Semi-Detached,×3
273,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",End of Terrace,×3
274,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 7, First Floor 
Hepton Court
Leeds
LS9 6PW ",Semi-Detached,×3
275,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","8 Town Square,
Billingham,
TS23 2LY",Terraced,×4
276,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×3
277,"£260,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Bungalow,×3
278,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 High Street
Yarm
TS15 9BG ",Terraced,×2
279,"£225,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","95 Guisborough Road,
Nunthorpe,
Middlesbrough,
TS7 0JS",Detached,×4
280,"£87,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Terraced,×3
281,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Terraced,×2
282,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",End of Terrace,×2
283,"£1,200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 High Street,
Yarm,
TS15 9BB",Detached,×3
284,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Detached,×4
285,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×3
286,"£275,000","4 North End,
Bedale,
DL8 1AB",Land,×3
287,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 High Street
Yarm
TS15 9BG ",Flat,×2
288,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",Detached,×3
289,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","83 Westgate,
Guisborough,
TS14 6AF",Terraced,×2
290,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Terraced,×2
291,"£310,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10-12 Market Place,
Guisborough,
Cleveland,
TS14 6HF",Detached,×4
292,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",Detached,×4
293,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Kingfisher Way 
Silverlink Business Park
Wallsend
NE28 9NY",Semi-Detached,×3
294,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 5, Europa House
Gerrards Cross,
SL9 8BQ",Terraced,×3
295,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Terraced,×2
296,"£105,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×3
297,"£105,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Semi-Detached,×2
298,"£295,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Detached,×4
299,"£62,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Terraced,×3
300,"£339,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD",Detached,×4
301,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Semi-Detached,×3
302,"£310,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×3
303,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","26-28 High Street,
Stokesley,
TS9 5DQ",Terraced,×2
304,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Barwick Lodge Ingleby Way,
Ingleby Barwick,
TS17 0RH",Semi-Detached,×3
305,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Terraced,×2
306,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Semi-Detached,×3
307,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Cavendish House Littlewood Drive,
West 26 Industrial Estate,
Cleckheaton,
BD19 4TE",Semi-Detached,×3
308,"£275,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 North Road,
Stokesley,
TS9 5DU",Terraced,×3
309,"£210,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Shrewsbury House, 
129 York Road, 
Hartlepool, TS26 9DW",Detached,×4
310,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Springbok Properties Nationwide
Suite 7N
Trafford House
Chester Road
Old Trafford
M32 0RS",Terraced,×3
311,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Terraced,×3
312,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Terraced,×3
313,"£280,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Detached,×4
314,"£177,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Terraced,×3
315,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Quay West at MediaCityUK Trafford Wharf Road,
Trafford Park,
Manchester,
M17 1HH",Flat,×1
316,"£245,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Detached,×4
317,"£150,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Semi-Detached,×3
318,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","125/127
High Street
Eston
Middlesbrough
TS6 9JD",Semi-Detached,×3
319,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Semi-Detached,×3
320,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Semi-Detached,×3
321,"£170,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",Semi-Detached,×3
322,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Shrewsbury House, 
129 York Road, 
Hartlepool, TS26 9DW",Terraced,×2
323,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Terraced,×3
324,"£320,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,Detached,×4
325,"£270,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","8 Town Square,
Billingham,
TS23 2LY",Detached,×3
326,"£139,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Bungalow,×2
327,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","125/127
High Street
Eston
Middlesbrough
TS6 9JD",Bungalow,×2
328,"£139,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Detached Bungalow,×2
329,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Semi-Detached,×2
330,"£255,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Detached,×4
331,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×2
332,"£195,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Terraced,×3
333,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Semi-Detached Bungalow,×2
334,"£275,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Marton Shopping Centre Stokesley Road,
Marton-In-Cleveland,
TS7 8DX",Bungalow,×3
335,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Apartment,×2
336,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×3
337,"£74,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",End of Terrace,×2
338,"£575,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Bungalow,×4
339,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Semi-Detached,×3
340,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Semi-Detached,×3
341,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Terraced,×2
342,"£148,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Semi-Detached,×3
343,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Detached,×3
344,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Springbok Properties Nationwide
Suite 7N
Trafford House
Chester Road
Old Trafford
M32 0RS",Apartment,×2
345,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Terraced,×2
346,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 4, Building 4, Hatters Lane, Watford, WD18 8YF",Semi-Detached,×3
347,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 
Town Square
Billingham
TS23 2LY ",Semi-Detached,×3
348,"£270,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",Detached,×6
349,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,Detached,×3
350,"£299,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Land off Sir Alan Peacock Way,
Middlesbrough,
TS4 3AE",Detached,×4
351,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached Bungalow,×2
352,"£289,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Detached,×5
353,"£159,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","329  Linthorpe Road,
Linthorpe,
Middlesbrough,
TS5 6AA",Detached,×3
354,"£139,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×3
355,"£129,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Semi-Detached,×3
356,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×3
357,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Semi-Detached,×3
358,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×3
359,"£240,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Semi-Detached,×3
360,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
361,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","St Georges House, 56 Peter St, Manchester M2 3NQ",Semi-Detached Bungalow,×2
362,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,Semi-Detached,×3
363,"£40,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×3
364,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Terraced,×2
365,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Terraced,×2
366,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Terraced,×2
367,"£199,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Detached,×4
368,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","8 Town Square,
Billingham,
TS23 2LY",Terraced,×3
369,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Myton Park Myton Road,
Ingleby Barwick,
TS17 0WA",Terraced,×3
370,"£155,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Semi-Detached,×3
371,"£182,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Yarm Back Lane,
Stockton-On-Tees,
TS21 1AU",Semi-Detached,×2
372,"£184,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ladgate Lane,
Middlesbrough,
TS5",End of Terrace,×3
373,"£78,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Cavendish House Littlewood Drive,
West 26 Industrial Estate,
Cleckheaton,
BD19 4TE",Terraced,×3
374,"£340,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","82 High Street,
Yarm,
TS15 9AP",Detached,×4
375,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Marton Shopping Centre Stokesley Road,
Marton-In-Cleveland,
TS7 8DX",Semi-Detached,×3
376,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 North Road,
Stokesley,
TS9 5DU",End of Terrace,×2
377,"£700,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 High Street
Yarm
TS15 9BG ",Detached,×5
378,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","127
York Road,
Hartlepool,
TS26 9DL ",Bungalow,×2
379,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","19 Victoria Road,
Hartlepool,
TS24 7SE",Terraced,×2
380,"£269,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","65 Queensway,
Billingham,
TS23 2LU",Detached,×4
