,price,address,house_type,bedroom
21,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",End of Terrace,×3
22,"£72,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Flat,×1
23,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×2
24,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Terraced,×3
25,"£205,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Detached,×3
26,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×3
27,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",End of Terrace,×2
28,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,Semi-Detached,×4
29,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Terraced,×3
30,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Semi-Detached,×3
31,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Terraced,×2
32,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×2
33,"£245,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Detached,×4
34,"£234,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",End of Terrace,×3
35,"£449,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
36,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","469-471 Durham Road,
Low Fell,
Gateshead,
NE9 5EX",Semi-Detached,×3
37,"£495,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","50 High Street,
Stokesley,
TS9 5AX ",Detached,×4
38,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Flat,×2
39,"£150,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×3
40,"£275,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Barwick Lodge Ingleby Way,
Ingleby Barwick,
TS17 0RH",Detached,×4
41,"£82,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×2
42,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Detached,×4
43,"£145,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Semi-Detached,×3
44,"£74,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Semi-Detached,×3
45,"£112,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","65 Queensway,
Billingham,
TS23 2LU",End of Terrace,×2
46,"£235,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Sandgate Park 
Bancroft Drive
Ingleby Barwick
TS17 5AA ",Bungalow,×3
47,"£302,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Yarm Back Lane,
Stockton-On-Tees,
TS21 1AU",Detached,×4
48,"£216,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Durham Lane,
Eaglescliffe,
TS16",Semi-Detached,×3
49,"£199,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Hemlington Grange Way,
Hemlington,
Middlesbrough,
TS8 9FX",Semi-Detached,×3
50,"£179,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×3
51,"£186,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Hemlington Grange Way,
Hemlington,
Middlesbrough,
TS8 9FX",Semi-Detached,×3
52,"£186,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Hemlington Grange Way,
Hemlington,
Middlesbrough,
TS8 9FX",Semi-Detached,×3
53,"£129,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Semi-Detached,×3
54,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Town House,×4
55,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Bungalow,×2
56,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Terraced,×2
57,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Gloucester House

72 Church Road,
Stockton-On-Tees,
TS18 1TW",Detached Bungalow,×3
58,"£299,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Detached Bungalow,×3
59,"£129,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",Terraced,×3
60,"£218,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Detached,×4
61,"£208,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Detached,×4
62,"£166,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Detached,×3
63,"£116,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Semi-Detached,×2
64,"£234,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Off Trunk Road (A1085),
Middlesbrough,
Cleveland
TS6 9TL",Detached,×4
65,"£215,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Semi-Detached,×3
66,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×2
67,"£465,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",House,×4
68,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Myton Park Myton Road,
Ingleby Barwick,
TS17 0WA",End of Terrace,×3
69,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×3
70,"£285,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×4
71,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Cottage,×3
72,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","6 Craigton House,
Queen Street, Redcar,
TS10 1DL",Terraced,×3
73,"£304,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
74,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Detached,×3
75,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
76,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×2
77,"£189,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Station Road,
Redcar,
TS10 1AN",Semi-Detached,×3
78,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
79,"£265,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","127
York Road,
Hartlepool,
TS26 9DL ",House,×4
80,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×3
81,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","50 High Street,
Stokesley,
TS9 5AX ",Semi-Detached,×3
82,"£54,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×2
83,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 2, Chapel Allerton House, 114 Harrogate Road, Leeds, LS7 4NY",Terraced,×2
84,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×3
85,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","6 Craigton House,
Queen Street, Redcar,
TS10 1DL",Semi-Detached Bungalow,×2
86,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Detached,×3
87,"£119,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Terraced,×2
88,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 2, Chapel Allerton House, 114 Harrogate Road, Leeds, LS7 4NY",End of Terrace,×3
89,"£230,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Detached Bungalow,×3
90,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×3
91,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Cottage,×2
92,"£57,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Terraced,×2
93,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Detached,×5
94,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Terraced,×2
95,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Gloucester House

72 Church Road,
Stockton-On-Tees,
TS18 1TW",Terraced,×3
96,"£178,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",Terraced,×2
97,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×3
98,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Semi-Detached,×2
99,"£77,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×2
100,"£139,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Apartment,×2
101,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Terraced,×3
102,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Terraced,×3
103,"£96,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×2
104,"£92,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","65 Queensway,
Billingham,
TS23 2LU",Terraced,×3
105,"£440,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Detached,×5
106,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","116a 
Yarm Lane
Stockton-On-Tees
TS18 1JX",Terraced,×2
107,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Terraced,×3
108,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Terraced,×3
109,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×4
110,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×3
111,"£285,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 High Street,
Yarm,
TS15 9BB",Semi-Detached,×4
112,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×4
113,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Detached,×4
114,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Connect UK Auctions
Head Office
Richmond House
105 High Street
Crawley
West Sussex
RH10 1DD",Terraced,×3
115,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×2
116,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×3
117,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
118,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Station Road,
Redcar,
TS10 1AN",End of Terrace,×3
119,"£104,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House Concorde Way,
Stockton-On-Tees,
TS18 3RB",Terraced,×3
120,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Detached,×4
121,"£170,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Semi-Detached,×3
122,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Park Home,×1
123,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×2
124,"£169,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Myton Park Myton Road,
Ingleby Barwick,
TS17 0WA",Semi-Detached,×3
125,"£444,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
126,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×3
127,"£115,000","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Land,"8,712 sq. ft.(809 sq. m.)"
128,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×2
129,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10-12 Market Place,
Guisborough,
Cleveland,
TS14 6HF",Semi-Detached,×3
130,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×3
131,"£620,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","82 High Street,
Yarm,
TS15 9AP",Detached,×5
132,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",End of Terrace,×3
133,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Flat,×2
134,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Sandgate Park 
Bancroft Drive
Ingleby Barwick
TS17 5AA ",Semi-Detached,×3
135,"£172,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10-12 Market Place,
Guisborough,
Cleveland,
TS14 6HF",Semi-Detached,×3
136,"£210,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Semi-Detached,×3
137,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","35 Tynedale Close
Skelton-In-Cleveland
TS12 2WR",Terraced,×3
138,"£195,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Detached,×3
139,"£117,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
140,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Town House,×2
141,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 7, First Floor 
Hepton Court
Leeds
LS9 6PW ",End of Terrace,×2
142,"£139,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Apartment,×2
143,"£290,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",Detached,×4
144,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","63 Queensway,
Billingham,
TS23 2LU",Semi-Detached Bungalow,×2
145,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",Semi-Detached,×2
146,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","95 Guisborough Road,
Nunthorpe,
Middlesbrough,
TS7 0JS",Detached,×3
147,"£29,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Flat,×1
148,"£182,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Harrowgate Lane, Stockton,
TS21 3LU",Semi-Detached,×3
149,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Detached,×4
150,"£55,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×2
151,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","357 Linthorpe Road,
Linthorpe,
Middlesbrough,
TS5 6AB",House,×3
152,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Apartment,×2
153,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Sandgate Park 
Bancroft Drive
Ingleby Barwick
TS17 5AA ",Semi-Detached,×3
154,"£395,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Detached,×5
155,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",Semi-Detached,×2
156,"£134,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","35 Tynedale Close
Skelton-In-Cleveland
TS12 2WR",Apartment,×2
157,"£215,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×4
158,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Cottage,×2
159,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Springbok Properties Nationwide
Suite 7N
Trafford House
Chester Road
Old Trafford
M32 0RS",Semi-Detached,×3
160,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×4
161,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Semi-Detached,×3
162,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×2
163,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×3
164,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×3
165,"£300,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Terraced,×8
