,price,address,house_type,bedroom
267,"£62,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×2
268,"£360,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Detached,×6
269,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","35 Tynedale Close
Skelton-In-Cleveland
TS12 2WR",Detached Bungalow,×3
270,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,×3
271,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,×3
272,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",End of Terrace,×2
273,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×3
274,"£289,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Semi-Detached Bungalow,×3
275,"£244,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Durham Lane,
Eaglescliffe,
TS16",Semi-Detached,×3
276,"£265,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Semi-Detached,×3
277,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",End of Terrace,×3
278,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 7, First Floor 
Hepton Court
Leeds
LS9 6PW ",Semi-Detached,×3
279,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×3
280,"£260,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Bungalow,×3
281,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 High Street
Yarm
TS15 9BG ",Terraced,×2
282,"£225,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","95 Guisborough Road,
Nunthorpe,
Middlesbrough,
TS7 0JS",Detached,×4
283,"£87,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Terraced,×3
284,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Terraced,×2
285,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",End of Terrace,×2
286,"£1,200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 High Street,
Yarm,
TS15 9BB",Detached,×3
287,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Detached,×4
288,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×3
289,"£275,000","4 North End,
Bedale,
DL8 1AB",Land,×3
290,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 High Street
Yarm
TS15 9BG ",Flat,×2
291,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",Detached,×3
292,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","83 Westgate,
Guisborough,
TS14 6AF",Terraced,×2
293,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Terraced,×2
294,"£310,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10-12 Market Place,
Guisborough,
Cleveland,
TS14 6HF",Detached,×4
295,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",Detached,×4
296,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Kingfisher Way 
Silverlink Business Park
Wallsend
NE28 9NY",Semi-Detached,×3
297,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 5, Europa House
Gerrards Cross,
SL9 8BQ",Terraced,×3
298,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Terraced,×2
299,"£105,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×3
300,"£300,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Detached Bungalow,×2
301,"£105,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Semi-Detached,×2
302,"£295,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Detached,×4
303,"£62,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Terraced,×3
304,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Semi-Detached,×3
305,"£310,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×3
306,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","26-28 High Street,
Stokesley,
TS9 5DQ",Terraced,×2
307,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Barwick Lodge Ingleby Way,
Ingleby Barwick,
TS17 0RH",Semi-Detached,×3
308,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Terraced,×2
309,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Semi-Detached,×3
310,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Cavendish House Littlewood Drive,
West 26 Industrial Estate,
Cleckheaton,
BD19 4TE",Semi-Detached,×3
311,"£275,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 North Road,
Stokesley,
TS9 5DU",Terraced,×3
312,"£210,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Shrewsbury House, 
129 York Road, 
Hartlepool, TS26 9DW",Detached,×4
313,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Springbok Properties Nationwide
Suite 7N
Trafford House
Chester Road
Old Trafford
M32 0RS",Terraced,×3
314,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Terraced,×3
315,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Terraced,×3
316,"£280,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Detached,×4
317,"£177,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Terraced,×3
318,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Quay West at MediaCityUK Trafford Wharf Road,
Trafford Park,
Manchester,
M17 1HH",Flat,×1
319,"£245,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Detached,×4
320,"£150,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Semi-Detached,×3
321,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","125/127
High Street
Eston
Middlesbrough
TS6 9JD",Semi-Detached,×3
322,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Semi-Detached,×3
323,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Semi-Detached,×3
324,"£170,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",Semi-Detached,×3
325,"£444,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
326,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Shrewsbury House, 
129 York Road, 
Hartlepool, TS26 9DW",Terraced,×2
327,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Terraced,×3
328,"£320,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,Detached,×4
329,"£139,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Bungalow,×2
330,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","125/127
High Street
Eston
Middlesbrough
TS6 9JD",Bungalow,×2
331,"£139,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Detached Bungalow,×2
332,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Semi-Detached,×2
333,"£255,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Detached,×4
334,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×2
335,"£195,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Terraced,×3
336,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Semi-Detached Bungalow,×2
337,"£275,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Marton Shopping Centre Stokesley Road,
Marton-In-Cleveland,
TS7 8DX",Bungalow,×3
338,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Apartment,×2
339,"£74,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",End of Terrace,×2
340,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×3
341,"£575,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Bungalow,×4
342,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Semi-Detached,×3
343,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Semi-Detached,×3
344,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Terraced,×2
345,"£148,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Semi-Detached,×3
346,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Detached,×3
347,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Springbok Properties Nationwide
Suite 7N
Trafford House
Chester Road
Old Trafford
M32 0RS",Apartment,×2
348,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Terraced,×2
349,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 4, Building 4, Hatters Lane, Watford, WD18 8YF",Semi-Detached,×3
350,"£295,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Detached,×4
351,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 
Town Square
Billingham
TS23 2LY ",Semi-Detached,×3
352,"£270,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",Detached,×6
353,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,Detached,×3
354,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached Bungalow,×2
355,"£289,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Detached,×5
356,"£159,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","329  Linthorpe Road,
Linthorpe,
Middlesbrough,
TS5 6AA",Detached,×3
357,"£139,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×3
358,"£129,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Semi-Detached,×3
359,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×3
360,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Semi-Detached,×3
361,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×3
362,"£240,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Semi-Detached,×3
363,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
364,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","St Georges House, 56 Peter St, Manchester M2 3NQ",Semi-Detached Bungalow,×2
365,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,Semi-Detached,×3
366,"£40,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×3
367,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Terraced,×2
368,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Terraced,×2
369,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Terraced,×2
370,"£199,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Detached,×4
371,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","8 Town Square,
Billingham,
TS23 2LY",Terraced,×3
372,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Myton Park Myton Road,
Ingleby Barwick,
TS17 0WA",Terraced,×3
373,"£155,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Semi-Detached,×3
374,"£182,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Yarm Back Lane,
Stockton-On-Tees,
TS21 1AU",Semi-Detached,×2
375,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Detached,×3
376,"£184,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ladgate Lane,
Middlesbrough,
TS5",End of Terrace,×3
377,"£78,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Cavendish House Littlewood Drive,
West 26 Industrial Estate,
Cleckheaton,
BD19 4TE",Terraced,×3
378,"£340,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","82 High Street,
Yarm,
TS15 9AP",Detached,×4
379,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 North Road,
Stokesley,
TS9 5DU",End of Terrace,×2
380,"£700,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 High Street
Yarm
TS15 9BG ",Detached,×5
381,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","127
York Road,
Hartlepool,
TS26 9DL ",Bungalow,×2
382,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","19 Victoria Road,
Hartlepool,
TS24 7SE",Terraced,×2
383,"£269,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","65 Queensway,
Billingham,
TS23 2LU",Detached,×4
384,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Terraced,×3
385,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Semi-Detached,×2
386,"£55,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",End of Terrace,×3
387,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Bungalow,×2
388,"£725,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 4, Building 4, Hatters Lane, Watford, WD18 8YF",Detached,×5
389,"£304,999Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Detached,×4
390,"£315,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",Terraced,×3
391,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Semi-Detached,×3
392,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","134 Linthorpe Road,
Middlesbrough,
TS1 3RA",Semi-Detached,×3
393,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Semi-Detached,×3
394,"£150,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",Semi-Detached,×2
395,"£55,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10-12 Market Place,
Guisborough,
Cleveland,
TS14 6HF",Apartment,×2
396,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","357 Linthorpe Road,
Linthorpe,
Middlesbrough,
TS5 6AB",House,×3
397,"£35,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Apartment,×2
398,"£230,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","26-28 High Street,
Stokesley,
TS9 5DQ",Terraced,×2
399,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","8 Town Square,
Billingham,
TS23 2LY",Semi-Detached,×3
400,"£444,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
401,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Detached Bungalow,×2
402,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×4
403,"£425,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 North Road,
Stokesley,
TS9 5DU",Detached,×4
404,"£390,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Barwick Lodge Ingleby Way,
Ingleby Barwick,
TS17 0RH",House,×3
405,"£385,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Marton Shopping Centre Stokesley Road,
Marton-In-Cleveland,
TS7 8DX",Detached,×4
406,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",End of Terrace,×2
407,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Semi-Detached,×3
408,"£215,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Semi-Detached,×3
409,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","8 Town Square,
Billingham,
TS23 2LY",Terraced,×3
410,"£430,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Detached,×5
411,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Semi-Detached,×2
412,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",End of Terrace,×3
413,"£96,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Flat,×2
414,"£439,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Detached,×4
415,"£390,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 High Street
Yarm
TS15 9BG ",Barn Conversion,×3
416,"£365,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Attenborough Way,
Wynyard,
Stockton on Tees
TS22 5JR",Detached,×4
417,"£359,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Attenborough Way,
Wynyard,
Stockton on Tees
TS22 5JR",Detached,×4
418,"£419,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
419,"£444,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
420,"£489,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×5
421,"£299,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
422,"£359,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
423,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×3
424,"£184,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Semi-Detached,×3
425,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","35 Tynedale Close
Skelton-In-Cleveland
TS12 2WR",Detached Bungalow,×3
426,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×3
427,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","33 Wigmore Street ,
London,
W1U 1BZ",Flat,×4
428,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Springbok Properties Nationwide
Suite 7N
Trafford House
Chester Road
Old Trafford
M32 0RS",Semi-Detached,×3
429,"£295,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",Detached,×4
430,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",End of Terrace,×3
431,"£230,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",Terraced,×2
432,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",Flat,×2
433,"£150,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached Bungalow,×3
434,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×3
