,price,address,house_type,bedroom
19,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×4
20,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×2
21,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","95 Guisborough Road,
Nunthorpe,
Middlesbrough,
TS7 0JS",Semi-Detached,×3
22,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 High Street,
Bawtry,
DN10 6JE",End of Terrace,×2
23,"£237,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Detached,×3
24,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",End of Terrace,×3
25,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
26,"£72,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Flat,×1
27,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×2
28,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Terraced,×3
29,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×3
30,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",End of Terrace,×2
31,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Teesside,Semi-Detached,×4
32,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Terraced,×3
33,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","146 Linthorpe Road
Middlesbrough
TS1 3RA ",Semi-Detached,×3
34,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Terraced,×2
35,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×2
36,"£245,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Detached,×4
37,"£234,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",End of Terrace,×3
38,"£449,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
39,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","469-471 Durham Road,
Low Fell,
Gateshead,
NE9 5EX",Semi-Detached,×3
40,"£495,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","50 High Street,
Stokesley,
TS9 5AX ",Detached,×4
41,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Flat,×2
42,"£150,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×3
43,"£275,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Barwick Lodge Ingleby Way,
Ingleby Barwick,
TS17 0RH",Detached,×4
44,"£82,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×2
45,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Town Square,
Billingham,
TS23 2LY",Detached,×4
46,"£145,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Semi-Detached,×3
47,"£74,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Semi-Detached,×3
48,"£112,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","65 Queensway,
Billingham,
TS23 2LU",End of Terrace,×2
49,"£235,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Sandgate Park 
Bancroft Drive
Ingleby Barwick
TS17 5AA ",Bungalow,×3
50,"£230,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×5
51,"£302,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Yarm Back Lane,
Stockton-On-Tees,
TS21 1AU",Detached,×4
52,"£186,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Hemlington Grange Way,
Hemlington,
Middlesbrough,
TS8 9FX",Semi-Detached,×3
53,"£199,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Hemlington Grange Way,
Hemlington,
Middlesbrough,
TS8 9FX",Semi-Detached,×3
54,"£216,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Durham Lane,
Eaglescliffe,
TS16",Semi-Detached,×3
55,"£186,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Hemlington Grange Way,
Hemlington,
Middlesbrough,
TS8 9FX",Semi-Detached,×3
56,"£129,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Semi-Detached,×3
57,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Town House,×4
58,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Trimdon Avenue
Acklam
Middlesbrough
TS5 8SB",Bungalow,×2
59,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Terraced,×2
60,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Gloucester House

72 Church Road,
Stockton-On-Tees,
TS18 1TW",Detached Bungalow,×3
61,"£299,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Detached Bungalow,×3
62,"£129,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",Terraced,×3
63,"£218,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Detached,×4
64,"£208,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Detached,×4
65,"£166,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Detached,×3
66,"£116,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","	
Hylton Road
Acklam
Middlesbrough
TS5 4GA

",Semi-Detached,×2
67,"£234,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Off Trunk Road (A1085),
Middlesbrough,
Cleveland
TS6 9TL",Detached,×4
68,"£465,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",House,×4
69,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×2
70,"£215,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Semi-Detached,×3
71,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Myton Park Myton Road,
Ingleby Barwick,
TS17 0WA",End of Terrace,×3
72,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×3
73,"£285,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×4
74,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Cottage,×3
75,"£55,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×2
76,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","6 Craigton House,
Queen Street, Redcar,
TS10 1DL",Terraced,×3
77,"£304,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ellerbeck Avenue,
Nunthorpe,
Middlesbrough,
TS7 0PW",Detached,×4
78,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Detached,×3
79,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×2
80,"£189,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Station Road,
Redcar,
TS10 1AN",Semi-Detached,×3
81,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
82,"£265,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","127
York Road,
Hartlepool,
TS26 9DL ",House,×4
83,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×3
84,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","50 High Street,
Stokesley,
TS9 5AX ",Semi-Detached,×3
85,"£54,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×2
86,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 2, Chapel Allerton House, 114 Harrogate Road, Leeds, LS7 4NY",Terraced,×2
87,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×3
88,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","6 Craigton House,
Queen Street, Redcar,
TS10 1DL",Semi-Detached Bungalow,×2
89,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Detached,×3
90,"£119,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Terraced,×2
91,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 2, Chapel Allerton House, 114 Harrogate Road, Leeds, LS7 4NY",End of Terrace,×3
92,"£230,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Detached Bungalow,×3
93,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×3
94,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Cottage,×2
95,"£57,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Terraced,×2
96,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Detached,×5
97,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 High Street,
Normanby,
Middlesbrough,
TS6 0NH",Terraced,×2
98,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Gloucester House

72 Church Road,
Stockton-On-Tees,
TS18 1TW",Terraced,×3
99,"£178,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","59 High Street,
Yarm,
TS15 9BH",Terraced,×2
100,"£244,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Durham Lane,
Eaglescliffe,
TS16",Semi-Detached,×3
101,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×3
102,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30-32 Station Road,
Redcar,
TS10 1AG",Semi-Detached,×2
103,"£77,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Semi-Detached,×2
104,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Terraced,×3
105,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Terraced,×3
106,"£96,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×2
107,"£92,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","65 Queensway,
Billingham,
TS23 2LU",Terraced,×3
108,"£440,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Detached,×5
109,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","116a 
Yarm Lane
Stockton-On-Tees
TS18 1JX",Terraced,×2
110,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17 Bishop Street, Stockton on Tees, TS18 1SY
",Terraced,×3
111,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Terraced,×3
112,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×4
113,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×3
114,"£285,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 High Street,
Yarm,
TS15 9BB",Semi-Detached,×4
115,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Terraced,×4
116,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Detached,×4
117,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Connect UK Auctions
Head Office
Richmond House
105 High Street
Crawley
West Sussex
RH10 1DD",Terraced,×3
118,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×2
119,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Exchange Buildings
17-19 Cleveland Street,
Redcar,
TS10 1AR",House,×3
120,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
121,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Station Road,
Redcar,
TS10 1AN",End of Terrace,×3
122,"£104,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House Concorde Way,
Stockton-On-Tees,
TS18 3RB",Terraced,×3
123,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Detached,×4
124,"£170,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Semi-Detached,×3
125,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Semi-Detached,×2
126,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","106, York Road,
Hartlepool,
TS26 9DE",Park Home,×1
127,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Terraced,×2
128,"£169,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Myton Park Myton Road,
Ingleby Barwick,
TS17 0WA",Semi-Detached,×3
129,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×3
130,"£115,000","64-66 Borough Road,
Middlesbrough,
TS1 2JH",Land,"8,712 sq. ft.(809 sq. m.)"
131,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×2
132,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10-12 Market Place,
Guisborough,
Cleveland,
TS14 6HF",Semi-Detached,×3
133,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×3
134,"£620,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","82 High Street,
Yarm,
TS15 9AP",Detached,×5
135,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",End of Terrace,×3
136,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Concorde House 
 Concorde Way
Stockton-On-Tees
TS18 3RB ",Flat,×2
137,"£172,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10-12 Market Place,
Guisborough,
Cleveland,
TS14 6HF",Semi-Detached,×3
138,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Sandgate Park 
Bancroft Drive
Ingleby Barwick
TS17 5AA ",Semi-Detached,×3
139,"£210,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","75 Borough Road,
Middlesbrough,
TS1 3AA",Semi-Detached,×3
140,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","35 Tynedale Close
Skelton-In-Cleveland
TS12 2WR",Terraced,×3
141,"£195,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Detached,×3
142,"£117,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
143,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Town House,×2
144,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 7, First Floor 
Hepton Court
Leeds
LS9 6PW ",End of Terrace,×2
145,"£139,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Bishop Street,
Stockton-On-Tees,
TS18 1SY",Apartment,×2
146,"£290,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",Detached,×4
147,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","63 Queensway,
Billingham,
TS23 2LU",Semi-Detached Bungalow,×2
148,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","114 
Linthorpe Road
Middlesbrough
TS1 2JR ",Semi-Detached,×2
149,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","95 Guisborough Road,
Nunthorpe,
Middlesbrough,
TS7 0JS",Detached,×3
150,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","23 
High Street
Stockton-On-Tees
TS18 1SP",Semi-Detached,×3
151,"£29,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","129 High Street,
Eston,
TS6 9JD",Flat,×1
152,"£182,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Harrowgate Lane, Stockton,
TS21 3LU",Semi-Detached,×3
153,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","17
High Street
Stockton-On-Tees
TS18 1SP",Detached,×4
154,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","357 Linthorpe Road,
Linthorpe,
Middlesbrough,
TS5 6AB",House,×3
155,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","30 & 30a 
Stokesley Road
Marton-In-Cleveland
Middlesbrough
TS7 8DX ",Apartment,×2
156,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Sandgate Park 
Bancroft Drive
Ingleby Barwick
TS17 5AA ",Semi-Detached,×3
157,"£395,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 36,
Hartlepool Enterprise Centre,
Brouham Terrace,
Hartlepool,
TS24 8EY",Detached,×5
158,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 
High Street
Eston
Middlesbrough
TS6 9EN ",Semi-Detached,×2
159,"£134,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","35 Tynedale Close
Skelton-In-Cleveland
TS12 2WR",Apartment,×2
160,"£215,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A High Street,
Norton,
Stockton-On-Tees,
TS20 1DN",Semi-Detached,×4
161,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 Westgate,
Guisborough,
TS14 6AF",Cottage,×2
162,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Springbok Properties Nationwide
Suite 7N
Trafford House
Chester Road
Old Trafford
M32 0RS",Semi-Detached,×3
163,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 Station Road 
Redcar 
TS10 1AG 
",Semi-Detached,×4
164,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3, Harper Parade, Darlington Road, Hartburn, Stockton on Tees, TS18 5EQ",Semi-Detached,×3
165,"£45,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stokesley Road,
Marton-In-Cleveland,
Middlesbrough
TS7 8DX",Terraced,×2
